REGIAO:;N
UF:;AM
ESTACAO:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10333333
LONGITUDE:;-60,01638888
ALTITUDE:;61,25
DATA DE FUNDACAO:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2026/04/06;1600 UTC;0;1004,6;1005,5;1004,6;2930,2;31,9;24,1;31,9;30,5;24,9;23,6;69;62;64;74;5,7;1,8;
2026/04/06;1700 UTC;0;1003,5;1004,6;1003,5;2602,3;31,4;23,9;32,7;31,3;24,9;23,3;67;60;65;97;6;2,2;
2026/04/06;1800 UTC;0;1002,9;1003,5;1002,9;1005,9;32,1;24,5;32,2;28,2;25,2;23,4;79;63;64;54;6,1;,9;
2026/04/06;1900 UTC;0;1001,9;1002,9;1001,9;1022,5;31,7;24,7;33,3;30,5;26;23,9;70;59;67;248;5;1,4;
2026/04/06;2000 UTC;4,2;1002,3;1002,4;1001,9;270,7;26;24;31,8;25,6;24,6;23,8;93;64;89;55;11,3;1,5;
2026/04/06;2100 UTC;1;1001,3;1002,3;1001,3;160,2;27,3;23,6;27,3;25,5;24,8;23,1;94;79;80;105;4,2;1,6;
2026/04/06;2200 UTC;0;1001,9;1001,9;1001,3;116,4;27,4;23,5;27,7;27,2;23,9;23,1;81;77;79;72;3,6;1,8;
2026/04/06;2300 UTC;0;1001,7;1001,9;1001,3;,7;27,2;24,3;27,4;27;24,3;23,5;84;79;84;79;3,6;1,5;
2026/04/07;0000 UTC;0;1002,5;1002,5;1001,7;0;27,1;24,5;27,2;26,8;24,6;24,3;87;84;86;69;3,5;1,6;
2026/04/07;0100 UTC;0;1003,8;1003,8;1002,5;0;27;24,2;27,1;26,7;24,8;24,1;88;84;84;62;3,3;1,8;
2026/04/07;0200 UTC;0;1004,8;1004,8;1003,8;0;26,6;24,2;27,1;26,5;24,3;24,1;87;84;87;65;3,3;1,3;
2026/04/07;0300 UTC;0;1005,5;1005,5;1004,8;0;26,8;23,2;26,8;26,6;24,2;23,2;87;80;80;73;3;1,7;
2026/04/07;0400 UTC;0;1005,1;1005,5;1005,1;0;26,6;23,4;26,8;26,6;23,4;23,1;83;80;83;66;3,1;1,3;
2026/04/07;0500 UTC;0;1004,3;1005,1;1004,3;0;26,1;23,6;26,6;26;23,6;23,4;86;83;86;75;3;1,2;
2026/04/07;0600 UTC;0;1003,8;1004,3;1003,8;0;25,8;23,7;26,2;25,8;23,7;23,5;88;86;88;73;3,3;1,2;
2026/04/07;0700 UTC;0;1003,5;1003,9;1003,5;0;25,5;23,7;25,8;25,5;23,7;23,7;90;88;90;53;2,4;,9;
2026/04/07;0800 UTC;0;1003,7;1003,7;1003,4;0;25,1;23,5;25,6;25,1;23,7;23,5;91;89;91;88;2,3;,3;
2026/04/07;0900 UTC;0;1004,2;1004,2;1003,7;0;25,1;23,6;25,3;24,9;23,7;23,5;93;91;91;57;1,8;,8;
2026/04/07;1000 UTC;0;1004,7;1004,7;1004,2;,1;25,3;23,5;25,3;25;23,6;23,5;92;90;90;62;2,3;,8;
2026/04/07;1100 UTC;0;1005,6;1005,6;1004,7;134,8;25,9;23,7;25,9;25,3;23,7;23,4;90;88;88;76;2,8;1,6;
2026/04/07;1200 UTC;0;1006,4;1006,4;1005,6;890,2;27,8;23,9;28;25,9;24,5;23,6;88;79;79;62;5;2,4;
2026/04/07;1300 UTC;0;1006,3;1006,4;1006,2;1531,8;29;24;29,3;27,7;25;24;81;74;74;46;6,9;2,1;
2026/04/07;1400 UTC;0;1006,5;1006,6;1006,3;1813,3;29,8;24,2;30,4;28,9;25,3;24;76;71;72;94;5,7;2,4;
2026/04/07;1500 UTC;0;1006,1;1006,6;1006,1;1718,5;30,4;24,2;30,8;29,5;25;24;74;69;69;75;5,7;1,8;
2026/04/07;1600 UTC;0;1005,2;1006,1;1005,2;1903,9;30,4;24;31,2;30,3;24,9;23,7;71;66;69;88;6,1;3;
2026/04/07;1700 UTC;0;1004;1005,2;1004;1974,1;31,4;24,4;31,4;30,5;24,9;23,7;70;65;67;54;6;1,7;
2026/04/07;1800 UTC;0;1003,1;1004;1003,1;1226,2;30,1;24,9;31,6;30;24,9;23,7;74;65;74;47;4,7;2,4;
2026/04/07;1900 UTC;2,2;1003,3;1003,5;1002,8;659,4;26,5;24,4;31,4;26,5;25,5;24;89;66;88;65;8,6;3,6;
2026/04/07;2000 UTC;,2;1002,3;1003,3;1002,3;264,5;27,2;24,8;27,2;26,3;25,1;24,3;91;86;87;68;8,6;1,1;
2026/04/07;2100 UTC;0;1002,3;1002,4;1002,1;319,4;28,1;24;28,2;27,2;24,7;23,4;87;76;79;78;3,8;1,1;
2026/04/07;2200 UTC;0;1002,7;1002,8;1002,3;73;27,6;23,9;28,1;27,5;24,2;23,8;82;79;81;94;3,2;1,3;
2026/04/07;2300 UTC;0;1003,9;1003,9;1002,7;,2;27,3;24,2;27,6;27,2;24,2;23,9;83;80;83;87;2,5;1;
2026/04/08;0000 UTC;0;1004,3;1004,3;1003,9;0;27,2;24,4;27,4;27;24,5;24,2;85;83;85;88;2,4;,8;
2026/04/08;0100 UTC;0;1005,2;1005,2;1004,3;0;27,2;24,6;27,4;27,1;24,7;24,4;87;84;86;117;2,5;1;
2026/04/08;0200 UTC;0;1005,5;1005,6;1005,2;0;26,9;24,8;27,2;26,5;24,8;24,6;90;86;88;89;2,1;1;
2026/04/08;0300 UTC;0;1005,7;1005,9;1005,5;0;26,8;24,8;27,1;26,8;24,8;24,5;89;86;89;48;2,9;,9;
2026/04/08;0400 UTC;0;1005,4;1005,8;1005,3;0;27;23,6;27;26,7;24,8;23,4;89;81;82;57;2,5;1;
2026/04/08;0500 UTC;0;1004,9;1005,4;1004,9;0;26;23,4;27;26;23,8;23,2;86;81;86;46;1,9;,8;
2026/04/08;0600 UTC;0;1004,6;1004,9;1004,6;0;25,7;23,6;26,2;25,6;23,7;23,4;89;85;89;17;1,8;,4;
2026/04/08;0700 UTC;0;1004,3;1004,7;1004,3;0;25,4;23,5;25,7;25,3;23,8;23,5;91;88;89;338;1,1;,2;
2026/04/08;0800 UTC;0;1004,6;1004,6;1004,2;0;24,8;23,4;25,4;24,8;23,5;23,2;92;89;92;343;,7;,2;
2026/04/08;0900 UTC;0;1005,2;1005,3;1004,6;0;24,8;23,6;24,8;24,6;23,7;23,3;94;92;93;6;1,3;,4;
2026/04/08;1000 UTC;0;1006,2;1006,2;1005,2;0;24,7;23,7;24,9;24,7;23,7;23,5;94;93;94;10;1,1;,3;
2026/04/08;1100 UTC;0;1006,8;1006,8;1006,2;150,7;25,7;24,3;25,8;24,7;24,3;23,7;95;91;92;341;1,4;,5;
2026/04/08;1200 UTC;0;1007,8;1007,8;1006,8;666,4;27,5;24,2;27,5;25,7;24,5;23,8;92;82;82;314;2,3;,5;
2026/04/08;1300 UTC;0;1008,4;1008,5;1007,8;1333,7;29,4;24,9;29,5;27,5;25,2;24;83;74;77;36;2,5;1;
2026/04/08;1400 UTC;0;1008,1;1008,5;1008,1;1495;29,4;24,3;29,9;28,7;25;23,6;77;72;74;47;3,6;1,9;
2026/04/08;1500 UTC;0;1007,6;1008,1;1007,6;1723,9;30,4;25,1;30,7;29,1;25,3;23,7;77;70;73;335;3,6;,8;
2026/04/08;1600 UTC;0;1007,2;1007,6;1007,1;1029,8;27,9;23,4;30,9;27,9;25,9;23;77;69;76;6;6;1,8;
2026/04/08;1700 UTC;0;1005,9;1007,5;1005,9;1206,6;27,3;23,5;27,9;26,4;24,1;23,1;85;76;80;11;6,3;1,1;
2026/04/08;1800 UTC;0;1004,7;1005,9;1004,7;1139,9;29,3;23,5;29,4;27,3;24;22,8;80;70;71;346;4,6;,7;
2026/04/08;1900 UTC;0;1003,2;1004,7;1003,2;854,8;28,9;23,6;29,4;28,5;24,3;22,6;75;68;73;25;3,6;1,3;
2026/04/08;2000 UTC;0;1002,6;1003,2;1002,6;647,9;29;23,6;29,3;28,8;24,1;22,8;75;70;73;340;2,7;,6;
2026/04/08;2100 UTC;0;1002,3;1002,6;1002,2;290,6;28,6;24,1;29,1;28,6;24,1;23,3;76;71;76;360;2,4;,5;
2026/04/08;2200 UTC;0;1002,5;1002,7;1002,3;109,6;28,2;23,6;28,7;28,2;24;23,3;77;74;76;46;2,3;,8;
2026/04/08;2300 UTC;0;1002,8;1002,8;1002,5;,1;27,9;24,2;28,2;27,7;24,4;23,4;82;76;80;247;3,1;,5;
2026/04/09;0000 UTC;0;1003,5;1003,5;1002,8;0;26,9;24,1;27,9;26,8;24,3;23,9;85;80;85;18;1,4;,3;
2026/04/09;0100 UTC;0;1004,5;1004,5;1003,5;0;26,6;24,1;26,9;26,5;24,1;23,9;86;84;86;8;1,2;,2;
2026/04/09;0200 UTC;0;1005,3;1005,3;1004,5;0;26,3;24,2;26,6;26,3;24,3;24;89;86;88;59;,8;,2;
2026/04/09;0300 UTC;0;1005,6;1005,6;1005,2;0;25,8;24,3;26,3;25,8;24,5;24,1;91;88;91;346;,9;,2;
2026/04/09;0400 UTC;0;1005;1005,6;1005;0;25,7;24,3;26;25,7;24,4;24,2;92;90;92;8;,8;,2;
2026/04/09;0500 UTC;0;1004,5;1005;1004,5;0;25,5;24,2;25,7;25,4;24,4;24,1;93;92;93;248;,7;,3;
2026/04/09;0600 UTC;0;1004;1004,5;1004;0;25,1;24,2;25,5;25,1;24,3;24,1;95;92;95;332;,7;,3;
2026/04/09;0700 UTC;0;1003,9;1004;1003,7;0;25;24,2;25,1;24,9;24,2;24,1;95;94;95;179;,6;,3;
2026/04/09;0800 UTC;0;1004,3;1004,3;1003,9;0;25;24,3;25,1;24,9;24,3;24,2;96;95;96;237;,6;,2;
2026/04/09;0900 UTC;0;1004,4;1004,4;1004,2;0;24,7;24;25;24,7;24,4;24;96;96;96;338;,7;,3;
2026/04/09;1000 UTC;0;1005;1005;1004,3;,1;24,6;24;24,7;24,6;24,1;24;97;96;96;53;1;,5;
2026/04/09;1100 UTC;0;1005,9;1005,9;1005;130,1;25,9;24,9;25,9;24,6;24,9;24;97;94;94;13;1;,2;
2026/04/09;1200 UTC;0;1006,7;1006,8;1005,9;934,6;28,4;25,8;28,6;25,9;25,9;24,8;94;83;86;251;1,6;,7;
2026/04/09;1300 UTC;0;1007,8;1007,8;1006,7;1317,7;29,7;24,9;30;28,4;25,8;24,9;86;75;75;10;1,6;,7;
2026/04/09;1400 UTC;0;1008;1008,1;1007,8;1336;29,7;25;30,3;29,1;26;24,7;80;75;76;197;3,4;1,6;
2026/04/09;1500 UTC;0;1007,4;1008;1007,3;852,9;29,9;24,9;30,2;28,8;25,8;24,7;81;74;75;55;3,7;1;
2026/04/09;1600 UTC;,8;1007,3;1007,8;1006,7;1284,6;24,1;22,6;31,6;24,1;25,3;21,5;91;65;91;77;14,1;4,9;
2026/04/09;1700 UTC;,8;1006,1;1007,3;1006,1;133,9;24,1;22,8;24,1;23,8;22,8;22,3;93;90;92;44;10,2;2,1;
2026/04/09;1800 UTC;,4;1004,5;1006,1;1004,5;327,5;24,4;22,8;24,5;24,1;23,1;22;93;88;90;37;3,9;,9;
2026/04/09;1900 UTC;0;1003,6;1004,5;1003,6;634,3;26,3;23,2;26,3;24,4;23,5;22,4;91;83;83;38;3;,8;
2026/04/09;2000 UTC;0;1003;1003,6;1003;419,9;26,8;23,1;26,8;26,3;23,4;22,5;84;78;80;9;2,9;,9;
2026/04/09;2100 UTC;0;1002,6;1003;1002,6;199,2;26,2;23;26,8;26,1;23,2;22,4;83;78;82;41;4,4;1,9;
2026/04/09;2200 UTC;0;1003,2;1003,2;1002,5;62,8;25,9;22,9;26,2;25,9;23,3;22,8;85;82;84;47;3,7;2,1;
2026/04/09;2300 UTC;0;1003,9;1003,9;1003,2;,1;26,1;23;26,1;25,9;23,1;22,9;84;83;83;75;3,6;1,3;
2026/04/10;0000 UTC;0;1004,9;1004,9;1003,8;0;25,6;23,2;26,1;25,6;23,2;23;86;83;86;65;3,5;,8;
2026/04/10;0100 UTC;0;1005,5;1005,5;1004,8;0;25,7;23,1;26;25,6;23,2;23;87;84;86;76;3,3;1,5;
2026/04/10;0200 UTC;0;1006;1006,1;1005,5;0;25,3;23,3;25,9;25,3;23,5;23,1;89;86;89;347;3,3;,5;
2026/04/10;0300 UTC;0;1005,9;1006;1005,9;0;25,2;23,5;25,4;25,1;23,6;23,3;91;89;90;74;1,9;,8;
2026/04/10;0400 UTC;0;1005,4;1005,9;1005,4;0;24,7;23,5;25,5;24,7;23,7;23,4;93;90;93;12;2;,4;
2026/04/10;0500 UTC;0;1005,2;1005,4;1005,2;0;24,5;23,7;24,7;24,5;23,7;23,4;95;93;95;9;,7;,2;
2026/04/10;0600 UTC;0;1004,7;1005,2;1004,7;0;24,4;23,7;24,5;24,3;23,7;23,5;96;95;96;349;,6;,3;
2026/04/10;0700 UTC;0;1004,7;1004,7;1004,4;0;24,6;23,7;24,6;24,4;23,8;23,6;96;95;95;339;,7;,3;
2026/04/10;0800 UTC;0;1004,9;1005;1004,7;0;24,8;24;24,8;24,5;24;23,7;96;95;95;324;,6;,2;
2026/04/10;0900 UTC;0;1005,2;1005,2;1004,9;0;25;24,4;25;24,5;24,4;23,8;96;94;96;218;2,2;,8;
2026/04/10;1000 UTC;0;1005,8;1005,8;1005,2;,5;25,4;24,5;25,5;25,1;24,6;24,4;96;95;95;236;2,5;,6;
2026/04/10;1100 UTC;0;1006,4;1006,5;1005,8;127,6;26;24,6;26;25,3;24,6;24,3;95;92;92;184;2,9;,8;
2026/04/10;1200 UTC;0;1007,2;1007,2;1006,4;719,7;27,1;24,3;27,3;25,9;25,2;23,9;92;83;85;216;3,5;1,4;
2026/04/10;1300 UTC;0;1007,8;1007,8;1007,2;829,9;28,3;24,4;28,4;27,1;25,2;24,1;86;80;80;128;3,3;1;
2026/04/10;1400 UTC;0;1007,9;1008;1007,8;1588,5;29,4;24,8;29,6;28,1;25,3;24,1;82;75;76;121;3,5;1,5;
2026/04/10;1500 UTC;0;1007,1;1007,9;1007,1;2664,5;30,5;24,2;30,9;29,4;25,9;23,8;77;69;69;148;4,4;1,7;
2026/04/10;1600 UTC;0;1005,8;1007,1;1005,8;1971,5;30,9;25,1;30,9;29,9;25,2;23,6;74;68;71;111;4,4;2,1;
2026/04/10;1700 UTC;0;1004,1;1005,8;1004,1;2672,7;31,7;23,8;31,7;30,3;25;23,2;72;61;63;90;4,7;2,1;
2026/04/10;1800 UTC;0;1002,7;1004,1;1002,7;2013,9;31,9;23,1;32,5;31,4;24,7;22,6;64;58;60;62;5,3;2;
2026/04/10;1900 UTC;0;1001,7;1002,7;1001,7;736;32,1;23,3;32,7;31,3;24,2;22,7;63;57;60;101;5,1;1,4;
2026/04/10;2000 UTC;0;1001,4;1001,8;1001,2;302,4;31,1;23,9;32,1;30,6;24,5;23;68;59;66;93;5,8;1,6;
2026/04/10;2100 UTC;0;1001,8;1001,8;1001,3;183,3;30,7;23,7;31,3;30,7;24,2;23,5;67;65;66;125;5;1,7;
2026/04/10;2200 UTC;0;1002,8;1002,8;1001,8;50,4;29,1;24,1;30,8;29,1;24,3;23,6;74;66;74;47;5;1,9;
2026/04/10;2300 UTC;0;1003,7;1003,7;1002,8;0;28,1;24,1;29,1;28,1;24,3;24;79;74;79;41;3,9;,8;
2026/04/11;0000 UTC;0;1004,5;1004,5;1003,7;0;27,7;24;28,3;27,7;24,2;23,7;80;76;80;38;3,2;,4;
2026/04/11;0100 UTC;0;1005,4;1005,4;1004,5;0;27,6;23,8;28,1;27,5;24,1;23,7;81;77;80;33;2,3;,7;
2026/04/11;0200 UTC;0;1005,6;1005,6;1005,4;0;27,5;23,5;27,8;27,1;24,1;23,2;84;76;79;51;2,3;1,2;
2026/04/11;0300 UTC;0;1005,9;1006;1005,6;0;26,6;24,2;27,7;26,6;24,2;23,4;86;78;86;2;2,6;,3;
2026/04/11;0400 UTC;0;1005,6;1006;1005,6;0;26,3;24,3;26,6;26,2;24,7;24,3;90;87;88;9;,7;,4;
2026/04/11;0500 UTC;0;1005,1;1005,6;1005,1;0;25,9;24;26,3;25,8;24,4;24;90;88;89;13;1;,2;
2026/04/11;0600 UTC;0;1004,9;1005,2;1004,9;0;25,4;23,8;25,9;25,4;24,1;23,7;91;89;91;349;1,7;,4;
2026/04/11;0700 UTC;0;1004,3;1004,9;1004,3;0;25,3;23,7;25,4;25,1;23,8;23,7;92;90;91;351;1,7;,3;
2026/04/11;0800 UTC;0;1004,3;1004,4;1004,3;0;25;23,6;25,3;24,9;23,8;23,5;93;91;92;251;1;,2;
2026/04/11;0900 UTC;0;1004,6;1004,6;1004,2;0;25,5;24,6;25,5;25;24,6;23,6;95;92;95;213;1,3;,6;
2026/04/11;1000 UTC;0;1005,6;1005,6;1004,6;,8;25,2;24,5;25,5;25,1;24,6;24,4;96;95;96;314;1,3;,2;
2026/04/11;1100 UTC;0;1006,4;1006,4;1005,6;118,2;26,3;24,4;26,3;25,2;24,5;24,2;96;89;89;50;2,2;1,1;
2026/04/11;1200 UTC;0;1006,9;1006,9;1006,4;933,3;28,6;24,9;28,7;26,3;25,4;24,2;89;79;81;89;2,5;,8;
2026/04/11;1300 UTC;0;1007,3;1007,3;1006,9;1326,4;29,1;24,4;30;28,6;25,6;24,3;80;73;76;35;2,9;,8;
2026/04/11;1400 UTC;0;1007;1007,4;1006,9;580,7;28,4;24,5;29,4;28,4;25;24;81;74;80;24;3,4;,6;
2026/04/11;1500 UTC;0;1006,7;1007,3;1006,7;395,3;28,7;24,6;28,7;28,4;24,9;24,1;82;77;78;101;3,6;1,4;
2026/04/11;1600 UTC;0;1004,9;1006,7;1004,8;1746,7;30,5;25,3;31,3;28,7;25,7;24,1;80;69;73;336;3,1;,9;
2026/04/11;1700 UTC;0;1003,9;1004,9;1003,9;1523,6;29,1;24,9;30,7;29,1;25,9;24,7;79;73;79;182;5;2;
2026/04/11;1800 UTC;0;1002,5;1003,9;1002,5;1218,7;29,7;25,1;30,7;28,9;26;24,7;82;73;77;172;4,7;1,6;
2026/04/11;1900 UTC;0;1001,9;1002,5;1001,7;818,6;28,9;25,2;29,7;28,8;25,3;24,4;80;75;80;106;6,3;1,7;
2026/04/11;2000 UTC;0;1001,4;1002,4;1001,3;245,2;26,9;23;28,9;26,4;25,5;22,9;83;77;79;65;6,4;1;
2026/04/11;2100 UTC;,8;1001,4;1001,6;1001,3;95,1;26,5;24,2;27,1;26,4;24,2;22,9;88;78;87;112;2,5;,8;
2026/04/11;2200 UTC;0;1002,1;1002,1;1001,4;89,9;26,4;24,5;26,7;26,2;24,7;24,1;91;86;89;79;2;,9;
2026/04/11;2300 UTC;0;1003,2;1003,2;1002,1;,3;27;23,8;27;26,4;24,6;23,8;89;83;83;86;2,8;1,6;
2026/04/12;0000 UTC;0;1004,1;1004,1;1003,2;,2;26,3;24,1;27;26,3;24,2;23,6;88;82;88;98;2,9;,4;
2026/04/12;0100 UTC;0;1005,3;1005,3;1004,1;0;26,3;24,3;26,8;26,1;24,5;23,9;89;84;89;78;1,7;,3;
2026/04/12;0200 UTC;0;1005,6;1005,6;1005,3;0;26,4;24;26,9;26,3;24,6;23,7;90;83;87;114;1,7;,5;
2026/04/12;0300 UTC;0;1005,9;1005,9;1005,6;0;26,7;23,7;26,9;26,2;24,2;23,7;88;84;84;103;2,8;,6;
2026/04/12;0400 UTC;0;1005,6;1006;1005,6;0;26,3;23,8;26,9;26,2;24,2;23,5;88;82;87;39;2,6;,9;
2026/04/12;0500 UTC;,2;1005;1005,6;1005;0;26,3;24;26,4;25,8;24,1;23,7;90;86;87;84;2,6;1,2;
2026/04/12;0600 UTC;,2;1004,8;1005;1004,7;0;25;22,9;26,3;25;24,7;22,9;93;87;88;83;7,8;3,4;
2026/04/12;0700 UTC;6,6;1005;1005;1004,7;0;23,8;23,1;25;23,4;23,1;22,3;95;88;95;84;7,8;1,7;
2026/04/12;0800 UTC;5,4;1004,8;1005;1004,7;0;23,8;23,2;24;23,8;23,3;23,1;96;95;96;44;3,7;,9;
2026/04/12;0900 UTC;1,4;1005;1005;1004,8;0;23,6;23,1;23,8;23,6;23,2;23,1;97;96;97;167;1,8;,3;
2026/04/12;1000 UTC;,2;1005,7;1005,7;1005;,2;23,7;23,3;23,8;23,6;23,3;23,1;97;97;97;354;,8;,3;
2026/04/12;1100 UTC;,4;1006,5;1006,5;1005,7;58,7;24,1;23,7;24,1;23,7;23,7;23,2;98;97;97;34;,8;,3;
2026/04/12;1200 UTC;0;1007,7;1007,7;1006,5;684,7;25,8;24,1;26,1;24,1;24,9;23,7;98;89;90;6;1,4;,6;
2026/04/12;1300 UTC;0;1008,3;1008,3;1007,7;1121,2;28,1;24,6;28,3;25,8;24,9;23,4;92;77;81;332;1,3;,5;
2026/04/12;1400 UTC;0;1008,5;1008,5;1008,3;1219,5;28,6;24,6;28,6;27;25,1;23,6;85;78;79;284;2,1;,8;
2026/04/12;1500 UTC;0;1008,1;1008,5;1008,1;1232,6;28,4;24,1;29,2;28;25,4;23,6;81;75;78;84;5;1,9;
2026/04/12;1600 UTC;0;1007;1008,1;1007;746,4;27,7;24,1;28,5;27,7;24,8;23,8;83;76;81;112;4,6;1,3;
2026/04/12;1700 UTC;0;1004,9;1007;1004,9;382;26,1;24,4;27,7;26;24,6;24;91;81;90;132;4,5;1,2;
2026/04/12;1800 UTC;0;1004;1004,9;1004;705,5;27,7;24,8;27,7;26,1;24,8;24,1;91;84;84;114;2,8;1,2;
2026/04/12;1900 UTC;0;1002,6;1004;1002,6;820;29,5;23,9;29,5;27,7;25;23,7;84;72;72;89;4,2;1,9;
2026/04/12;2000 UTC;0;1001,6;1002,6;1001,6;322,1;29,8;24,1;30;29;24,7;23,7;75;71;72;58;4,9;1,7;
2026/04/12;2100 UTC;0;1001,4;1001,6;1001,3;193,6;29,1;24,3;30;29;24,3;23,6;76;69;75;42;4;1,2;
2026/04/12;2200 UTC;0;1002,2;1002,2;1001,4;84,9;28;23,5;29,1;28;24,3;23,2;77;73;76;44;6,3;1,8;
2026/04/12;2300 UTC;0;1002,1;1002,2;1001,9;,1;27,1;23;28;27;23,7;23;82;76;78;23;3,5;,6;
2026/04/13;0000 UTC;0;1003,1;1003,1;1002,1;0;26,5;23,8;27,1;26,4;23,8;23;85;78;85;309;1,4;,3;
2026/04/13;0100 UTC;0;1004,2;1004,2;1003,1;0;26,6;23,9;26,8;26,2;24;23,5;87;83;85;153;1,9;,7;
2026/04/13;0200 UTC;0;1005;1005;1004,1;0;27,1;23,6;27,3;26,6;23,8;23,4;85;79;81;74;2;,9;
2026/04/13;0300 UTC;0;1005;1005,1;1005;0;26,4;23,7;27,2;26,2;23,9;23,6;86;81;86;53;1,9;,8;
2026/04/13;0400 UTC;0;1004,7;1005,1;1004,7;0;26,1;23,9;26,4;25,9;24;23,7;89;86;88;193;1,3;,6;
2026/04/13;0500 UTC;0;1004,1;1004,7;1004,1;0;25,7;24;26,1;25,7;24,1;23,9;91;88;91;323;1,2;,2;
2026/04/13;0600 UTC;0;1003,8;1004,2;1003,8;,1;26,4;25,1;26,4;25,6;25,2;24;93;91;93;177;1,3;,6;
2026/04/13;0700 UTC;0;1003,2;1003,8;1003,1;,2;26,2;24,5;26,5;26,2;25,2;24,5;93;90;91;150;2,6;,7;
2026/04/13;0800 UTC;0;1003,7;1003,7;1003,2;0;26,1;24,7;26,3;26;24,7;24,5;92;91;92;76;2,6;,3;
2026/04/13;0900 UTC;1;1004,3;1004,3;1003,6;0;24,4;23,3;26,1;24,4;24,7;22,9;94;88;94;17;2,6;,5;
2026/04/13;1000 UTC;0;1005,2;1005,2;1004,3;1,2;24,4;23,5;24,6;24,4;23,6;23,3;95;94;95;220;1,5;,4;
2026/04/13;1100 UTC;0;1005,6;1005,6;1005,1;238,1;26,4;24,1;26,5;24,4;24,4;23,5;95;86;87;170;1,4;,4;
2026/04/13;1200 UTC;0;1006,4;1006,4;1005,6;965,5;27,9;24,8;27,9;26,4;25;24;87;83;83;165;2,9;1,2;
2026/04/13;1300 UTC;0;1006,8;1006,8;1006,4;1652,8;28,7;24,5;29,4;27,9;26;24,1;85;77;78;143;3,4;1;
2026/04/13;1400 UTC;0;1006,8;1007,1;1006,8;1735,8;29,4;24,7;29,8;28,3;25,6;24,4;81;76;76;133;3,8;1,7;
2026/04/13;1500 UTC;0;1005,6;1006,8;1005,6;2658,7;31,2;24,9;31,5;29,1;26,2;24,2;79;69;69;114;3,8;1,4;
2026/04/13;1600 UTC;0;1004,6;1005,6;1004,5;2178,1;31,3;24,6;31,6;29,9;25,8;24,4;76;67;67;107;5;1,6;
2026/04/13;1700 UTC;,6;1003,9;1004,7;1003,9;998,7;27,7;25,4;31,3;26,1;25,9;23,2;92;67;88;321;5,5;1;
2026/04/13;1800 UTC;0;1002,9;1003,9;1002,9;1258,1;29,4;23,1;30,4;27,6;25,6;22,4;88;66;69;43;4,5;1,6;
2026/04/13;1900 UTC;,2;1001,6;1002,9;1001,6;1038,1;27,8;23,7;31,4;27,8;24,8;22,6;80;64;79;47;7;2,9;
2026/04/13;2000 UTC;0;1000,7;1001,6;1000,7;698,5;28,7;24,6;28,7;27,2;24,6;23,4;83;77;79;28;5,6;1,6;
2026/04/13;2100 UTC;0;1000,4;1000,7;1000,3;389,1;29,3;23,1;29,3;28,7;24,7;23,1;79;69;69;109;4;1,2;
2026/04/13;2200 UTC;0;1001;1001;1000,4;76,1;28;23,6;29,5;28;23,7;23,1;77;69;77;81;3,7;2,2;
2026/04/13;2300 UTC;0;1001,6;1001,6;1001;,1;26,9;23,8;28;26,8;24,1;23,7;84;77;83;73;5,2;1,4;
2026/04/14;0000 UTC;0;1003,3;1003,3;1001,6;0;26,5;23,4;26,9;26,5;23,8;23,3;83;82;83;75;4,2;1,9;
2026/04/14;0100 UTC;0;1004,4;1004,4;1003,3;0;26,1;23,7;26,5;26,1;23,7;23,4;86;83;86;42;4,2;2;
2026/04/14;0200 UTC;0;1004,3;1004,5;1004,2;0;26,1;23,8;26,2;26;23,8;23,7;87;86;87;57;4,6;1,5;
2026/04/14;0300 UTC;0;1004,3;1004,5;1004,3;0;25,7;23,7;26,1;25,7;23,8;23,6;89;87;89;90;4;1,9;
2026/04/14;0400 UTC;0;1004;1004,5;1004;0;25,6;23,7;25,7;25,5;23,7;23,6;90;88;89;77;4;1,2;
2026/04/14;0500 UTC;0;1003,4;1004,1;1003,4;0;25,6;23,5;25,7;25,6;23,7;23,5;89;88;88;84;3,1;1,5;
2026/04/14;0600 UTC;0;1003;1003,4;1003;0;25,5;23,5;25,7;25,4;23,5;23,3;89;88;89;52;3;,8;
2026/04/14;0700 UTC;0;1002,8;1003;1002,8;0;25,6;23,4;25,8;25,5;23,5;23,4;89;86;88;46;2,3;,7;
